ReturnID,SaleID,OrderID,ReturnDate,DaysAfterPurchase,ReturnReason,ReturnQuantity,RefundAmount,RestockingFee,ReturnStatus
R0003914,SL000077782,O00045331,2023-09-30,23,Damaged item,1,32.9,0.0,Completed
R0003915,SL000077788,O00045334,2024-02-17,21,Size or fit issue,1,7.92,0.0,Completed
R0003916,SL000077807,O00045344,2024-09-12,13,Faulty product,1,15.89,0.0,Completed
R0003917,SL000077818,O00045350,2024-06-20,14,Faulty product,1,68.4,0.0,Completed
R0003918,SL000077824,O00045354,2023-12-20,13,Changed mind,1,13.91,2.46,Completed
R0003919,SL000077893,O00045394,2024-07-26,7,Not as described,1,43.43,0.0,Completed
R0003920,SL000077898,O00045396,2023-01-20,16,Changed mind,1,29.45,5.2,Completed
R0003921,SL000077910,O00045405,2023-02-22,10,Incorrect item,1,194.22,0.0,Completed
R0003922,SL000077927,O00045414,2024-12-13,2,Damaged item,1,381.7,0.0,Completed
R0003923,SL000077929,O00045415,2025-07-28,8,Faulty product,1,35.0,0.0,Completed
R0003924,SL000077931,O00045417,2023-05-06,6,Not as described,1,113.83,0.0,Completed
R0003925,SL000077993,O00045457,2025-07-14,10,Faulty product,4,189.52,0.0,Completed
R0003926,SL000078034,O00045480,2023-11-29,3,Faulty product,3,17.04,0.0,Completed
R0003927,SL000078047,O00045488,2025-10-08,9,Changed mind,1,63.28,0.0,Completed
R0003928,SL000078065,O00045500,2024-01-06,44,Changed mind,1,53.97,9.52,Completed
R0003929,SL000078079,O00045507,2024-01-21,28,Not as described,4,42.24,0.0,Completed
R0003930,SL000078087,O00045513,2024-03-03,5,Late delivery,1,33.95,0.0,Completed
R0003931,SL000078090,O00045514,2024-04-23,4,Faulty product,2,136.44,0.0,Pending
R0003932,SL000078154,O00045557,2024-04-21,16,Faulty product,2,35.1,0.0,Completed
R0003933,SL000078164,O00045563,2024-12-17,27,Size or fit issue,1,33.16,0.0,Completed
R0003934,SL000078168,O00045565,2025-04-12,8,Damaged item,1,191.85,0.0,Completed
R0003935,SL000078178,O00045570,2025-01-04,5,Incorrect item,1,32.9,0.0,Completed
R0003936,SL000078182,O00045571,2025-12-30,12,Faulty product,1,339.3,0.0,Completed
R0003937,SL000078187,O00045574,2024-08-13,11,Changed mind,1,163.8,28.91,Completed
R0003938,SL000078253,O00045609,2024-01-25,14,Incorrect item,1,26.06,0.0,Pending
R0003939,SL000078297,O00045632,2025-02-06,24,Faulty product,1,15.22,0.0,Completed
R0003940,SL000078321,O00045642,2023-11-11,20,Faulty product,1,11.28,0.0,Completed
R0003941,SL000078328,O00045644,2023-08-15,10,Damaged item,2,30.0,0.0,Completed
R0003942,SL000078330,O00045645,2025-04-29,9,Changed mind,1,141.34,0.0,Completed
R0003943,SL000078374,O00045668,2025-03-27,6,Damaged item,1,120.42,0.0,Completed
R0003944,SL000078376,O00045669,2023-07-17,3,Late delivery,1,34.65,0.0,Completed
R0003945,SL000078399,O00045681,2025-03-16,7,Incorrect item,1,200.23,0.0,Completed
R0003946,SL000078415,O00045689,2024-08-01,20,Incorrect item,1,72.33,0.0,Completed
R0003947,SL000078428,O00045696,2024-03-30,6,Damaged item,2,5.88,0.0,Completed
R0003948,SL000078450,O00045705,2024-04-19,6,Changed mind,3,39.36,0.0,Completed
R0003949,SL000078453,O00045706,2023-01-23,20,Faulty product,1,100.69,0.0,Completed
R0003950,SL000078474,O00045719,2025-08-03,10,Late delivery,1,329.75,0.0,Completed
R0003951,SL000078482,O00045721,2025-03-09,9,Changed mind,1,56.21,0.0,Completed
R0003952,SL000078492,O00045727,2024-12-18,4,Changed mind,1,51.25,0.0,Completed
R0003953,SL000078506,O00045735,2024-03-29,11,Changed mind,3,88.36,15.59,Completed
R0003954,SL000078540,O00045751,2025-09-25,6,Damaged item,1,6.56,0.0,Completed
R0003955,SL000078573,O00045771,2024-11-25,25,Faulty product,1,18.44,0.0,Completed
R0003956,SL000078586,O00045776,2023-04-20,16,Changed mind,1,9.69,1.71,Completed
R0003957,SL000078622,O00045798,2025-11-06,23,Changed mind,1,186.66,0.0,Completed
R0003958,SL000078638,O00045804,2025-05-10,20,Changed mind,1,96.97,0.0,Completed
R0003959,SL000078644,O00045810,2024-02-14,8,Faulty product,1,281.7,0.0,Pending
R0003960,SL000078664,O00045823,2025-11-15,20,Changed mind,2,89.62,0.0,Completed
R0003961,SL000078671,O00045827,2024-06-03,7,Not as described,1,37.34,0.0,Completed
R0003962,SL000078674,O00045829,2024-02-26,10,Changed mind,1,11.76,0.0,Completed
R0003963,SL000078691,O00045836,2023-10-05,10,Damaged item,4,45.6,0.0,Completed
R0003964,SL000078707,O00045846,2023-04-01,6,Faulty product,1,157.02,0.0,Completed
R0003965,SL000078721,O00045857,2024-08-07,16,Not as described,1,16.2,0.0,Completed
R0003966,SL000078730,O00045863,2023-12-14,27,Late delivery,2,76.4,0.0,Completed
R0003967,SL000078841,O00045928,2024-10-24,8,Faulty product,4,203.03,0.0,Completed
R0003968,SL000078844,O00045929,2025-01-26,15,Incorrect item,3,51.94,0.0,Completed
R0003969,SL000078850,O00045934,2025-01-24,14,Faulty product,1,9.48,0.0,Completed
R0003970,SL000078889,O00045955,2026-01-06,12,Changed mind,3,109.27,0.0,Completed
R0003971,SL000078917,O00045972,2023-06-09,11,Damaged item,1,33.23,0.0,Completed
R0003972,SL000078927,O00045978,2025-01-01,4,Changed mind,1,107.92,0.0,Pending
R0003973,SL000078938,O00045984,2025-07-17,10,Changed mind,1,145.85,0.0,Completed
R0003974,SL000078948,O00045992,2025-01-01,10,Incorrect item,1,34.3,0.0,Completed
R0003975,SL000078949,O00045992,2024-12-30,8,Damaged item,1,174.92,0.0,Completed
R0003976,SL000078997,O00046015,2023-10-16,6,Faulty product,1,19.59,0.0,Completed
R0003977,SL000079001,O00046018,2024-06-23,4,Changed mind,2,45.01,0.0,Completed
R0003978,SL000079003,O00046019,2024-06-16,17,Changed mind,1,12.11,2.14,Completed
R0003979,SL000079022,O00046029,2025-12-01,11,Not as described,1,5.92,0.0,Completed
R0003980,SL000079050,O00046049,2024-05-24,11,Not as described,1,5.18,0.0,Completed
R0003981,SL000079051,O00046049,2024-05-26,13,Faulty product,1,91.04,0.0,Completed
R0003982,SL000079067,O00046058,2024-08-31,5,Changed mind,1,24.15,0.0,Completed
R0003983,SL000079068,O00046059,2025-08-01,2,Changed mind,1,72.23,0.0,Pending
R0003984,SL000079136,O00046100,2023-06-13,14,Faulty product,2,35.77,0.0,Completed
R0003985,SL000079143,O00046104,2024-06-03,32,Faulty product,1,45.52,0.0,Completed
R0003986,SL000079169,O00046118,2023-09-07,18,Incorrect item,1,7.92,0.0,Completed
R0003987,SL000079174,O00046121,2023-10-26,14,Not as described,1,285.85,0.0,Completed
R0003988,SL000079190,O00046130,2023-09-30,4,Faulty product,1,17.52,0.0,Completed
R0003989,SL000079197,O00046132,2024-09-13,6,Faulty product,1,16.06,0.0,Completed
R0003990,SL000079209,O00046139,2025-12-17,7,Not as described,1,15.53,0.0,Completed
R0003991,SL000079211,O00046141,2024-01-24,28,Damaged item,1,25.77,0.0,Completed
R0003992,SL000079213,O00046142,2025-01-10,6,Not as described,3,70.35,0.0,Completed
R0003993,SL000079248,O00046166,2023-11-30,4,Damaged item,1,15.19,0.0,Completed
R0003994,SL000079269,O00046178,2025-08-12,17,Not as described,4,11.88,0.0,Completed
R0003995,SL000079353,O00046230,2024-01-30,13,Damaged item,4,90.25,0.0,Pending
R0003996,SL000079360,O00046234,2025-02-12,7,Faulty product,2,39.18,0.0,Completed
R0003997,SL000079362,O00046236,2025-04-22,4,Size or fit issue,1,44.32,0.0,Completed
R0003998,SL000079407,O00046265,2025-07-27,1,Not as described,1,61.26,0.0,Completed
R0003999,SL000079428,O00046278,2024-07-12,8,Faulty product,1,17.91,0.0,Completed
R0004000,SL000079434,O00046281,2023-06-13,12,Faulty product,1,269.55,0.0,Completed
R0004001,SL000079476,O00046305,2025-01-07,3,Changed mind,1,166.19,0.0,Completed
R0004002,SL000079502,O00046319,2023-07-22,14,Changed mind,2,13.53,2.39,Completed
R0004003,SL000079550,O00046347,2025-07-17,4,Damaged item,3,44.1,0.0,Completed
R0004004,SL000079567,O00046360,2025-10-31,4,Size or fit issue,1,18.75,0.0,Completed
R0004005,SL000079569,O00046360,2025-11-04,8,Changed mind,1,21.18,0.0,Completed
R0004006,SL000079573,O00046361,2023-09-29,11,Faulty product,4,48.0,0.0,Completed
R0004007,SL000079623,O00046393,2025-06-28,7,Changed mind,3,47.45,8.37,Completed
R0004008,SL000079640,O00046402,2023-06-10,13,Not as described,1,186.04,0.0,Completed
R0004009,SL000079720,O00046446,2024-08-20,23,Size or fit issue,1,58.66,0.0,Completed
R0004010,SL000079726,O00046452,2025-06-05,9,Changed mind,2,58.31,10.29,Completed
R0004011,SL000079737,O00046460,2024-04-22,16,Changed mind,1,132.91,23.46,Completed
R0004012,SL000079754,O00046468,2024-01-01,17,Changed mind,1,80.0,0.0,Completed
R0004013,SL000079768,O00046477,2023-12-15,19,Changed mind,1,84.84,14.97,Completed
R0004014,SL000079779,O00046482,2025-11-29,8,Incorrect item,1,24.71,0.0,Pending
R0004015,SL000079804,O00046497,2023-12-26,12,Changed mind,1,50.91,8.98,Completed
R0004016,SL000079816,O00046505,2024-02-13,17,Late delivery,1,148.55,0.0,Completed
R0004017,SL000079827,O00046508,2025-11-05,6,Damaged item,1,82.44,0.0,Completed
R0004018,SL000079840,O00046517,2025-07-21,4,Not as described,2,27.2,0.0,Completed
R0004019,SL000079862,O00046531,2023-12-17,17,Changed mind,1,109.01,0.0,Completed
R0004020,SL000079888,O00046545,2024-01-07,2,Damaged item,1,110.38,0.0,Pending
R0004021,SL000079893,O00046548,2024-11-30,12,Size or fit issue,2,116.8,0.0,Completed
R0004022,SL000079904,O00046552,2023-06-22,16,Faulty product,1,35.41,0.0,Completed
R0004023,SL000079931,O00046566,2024-12-02,7,Faulty product,3,33.75,0.0,Completed
R0004024,SL000079952,O00046576,2025-10-26,12,Faulty product,1,78.4,0.0,Pending
R0004025,SL000079954,O00046577,2023-12-04,4,Damaged item,4,59.4,0.0,Completed
R0004026,SL000079958,O00046581,2025-01-22,7,Faulty product,1,109.01,0.0,Completed
R0004027,SL000079962,O00046583,2025-11-02,16,Not as described,1,23.26,0.0,Completed
R0004028,SL000079978,O00046592,2023-11-12,16,Late delivery,1,381.7,0.0,Completed
R0004029,SL000080016,O00046614,2023-06-22,23,Changed mind,4,37.73,6.66,Completed
R0004030,SL000080017,O00046615,2025-11-28,7,Changed mind,1,41.86,0.0,Completed
R0004031,SL000080035,O00046627,2023-12-25,1,Not as described,1,15.53,0.0,Pending
R0004032,SL000080124,O00046678,2025-12-07,19,Damaged item,2,28.43,0.0,Completed
R0004033,SL000080131,O00046682,2025-05-18,3,Changed mind,1,14.7,0.0,Completed
R0004034,SL000080137,O00046685,2024-05-04,4,Faulty product,4,68.39,0.0,Completed
R0004035,SL000080139,O00046687,2023-11-27,9,Changed mind,3,84.99,15.0,Completed
R0004036,SL000080149,O00046695,2024-12-22,1,Damaged item,1,40.93,0.0,Completed
R0004037,SL000080190,O00046721,2024-03-18,22,Size or fit issue,1,27.43,0.0,Completed
R0004038,SL000080245,O00046750,2025-07-12,19,Changed mind,1,48.94,0.0,Completed
R0004039,SL000080274,O00046772,2025-01-05,7,Late delivery,4,113.28,0.0,Completed
R0004040,SL000080298,O00046789,2024-11-07,32,Damaged item,1,88.74,0.0,Completed
R0004041,SL000080303,O00046793,2023-02-03,24,Not as described,3,33.98,0.0,Completed
R0004042,SL000080327,O00046806,2024-06-14,12,Damaged item,1,77.67,0.0,Completed
R0004043,SL000080406,O00046848,2024-04-21,4,Not as described,2,56.49,0.0,Completed
R0004044,SL000080438,O00046866,2023-12-16,18,Faulty product,1,130.1,0.0,Completed
R0004045,SL000080448,O00046871,2023-12-25,8,Faulty product,1,200.23,0.0,Completed
R0004046,SL000080449,O00046871,2024-01-11,25,Changed mind,1,8.98,1.58,Completed
R0004047,SL000080454,O00046874,2024-11-29,5,Damaged item,1,44.31,0.0,Completed
R0004048,SL000080474,O00046886,2024-05-16,7,Not as described,1,153.79,0.0,Completed
R0004049,SL000080491,O00046894,2024-05-14,33,Faulty product,1,7.92,0.0,Completed
R0004050,SL000080517,O00046903,2023-05-18,8,Incorrect item,1,3.09,0.0,Completed
R0004051,SL000080521,O00046904,2025-07-15,15,Faulty product,1,72.81,0.0,Completed
R0004052,SL000080525,O00046907,2023-11-20,27,Changed mind,1,290.41,0.0,Completed
R0004053,SL000080550,O00046923,2024-06-14,4,Not as described,1,96.97,0.0,Completed
R0004054,SL000080552,O00046923,2024-06-28,18,Late delivery,1,60.7,0.0,Completed
R0004055,SL000080587,O00046941,2025-04-25,19,Faulty product,1,33.95,0.0,Completed
R0004056,SL000080591,O00046941,2025-04-11,5,Changed mind,3,22.56,0.0,Completed
R0004057,SL000080601,O00046946,2024-01-31,5,Changed mind,1,325.41,57.43,Completed
R0004058,SL000080619,O00046956,2024-04-12,9,Size or fit issue,3,44.55,0.0,Completed
R0004059,SL000080627,O00046958,2024-07-27,15,Changed mind,1,33.95,0.0,Completed
R0004060,SL000080635,O00046964,2024-08-11,16,Changed mind,1,143.21,0.0,Completed
R0004061,SL000080661,O00046981,2025-07-31,3,Not as described,1,11.88,0.0,Completed
R0004062,SL000080694,O00047000,2024-01-10,4,Changed mind,1,19.87,0.0,Completed
R0004063,SL000080716,O00047012,2024-12-15,20,Changed mind,1,48.58,0.0,Completed
R0004064,SL000080732,O00047019,2025-08-01,7,Incorrect item,2,144.66,0.0,Completed
R0004065,SL000080738,O00047021,2023-07-19,12,Changed mind,1,21.0,0.0,Pending
R0004066,SL000080747,O00047024,2025-04-04,8,Incorrect item,1,172.62,0.0,Completed
R0004067,SL000080757,O00047030,2025-08-29,3,Damaged item,1,68.24,0.0,Completed
R0004068,SL000080760,O00047031,2023-04-11,6,Changed mind,1,3.25,0.0,Completed
R0004069,SL000080781,O00047043,2025-12-25,12,Changed mind,1,85.02,0.0,Completed
R0004070,SL000080784,O00047044,2023-01-11,2,Changed mind,1,27.48,0.0,Completed
R0004071,SL000080789,O00047046,2024-11-24,7,Not as described,1,627.81,0.0,Completed
R0004072,SL000080799,O00047050,2023-06-21,6,Changed mind,1,269.79,0.0,Completed
R0004073,SL000080871,O00047094,2025-12-30,15,Faulty product,1,50.79,0.0,Completed
R0004074,SL000080916,O00047125,2024-12-12,14,Changed mind,2,152.33,26.88,Completed
R0004075,SL000080918,O00047126,2023-12-02,24,Faulty product,2,60.51,0.0,Completed
R0004076,SL000080924,O00047130,2025-11-26,5,Faulty product,4,80.36,0.0,Completed
R0004077,SL000080936,O00047136,2025-06-21,4,Faulty product,1,125.1,0.0,Completed
R0004078,SL000080941,O00047139,2025-07-23,5,Damaged item,1,14.85,0.0,Completed
R0004079,SL000080945,O00047142,2024-11-28,5,Faulty product,4,68.91,0.0,Completed
R0004080,SL000080959,O00047151,2025-09-23,4,Not as described,1,102.08,0.0,Completed
R0004081,SL000080967,O00047155,2025-03-29,3,Changed mind,1,26.72,0.0,Completed
R0004082,SL000080996,O00047174,2024-05-24,45,Changed mind,1,115.0,0.0,Completed
R0004083,SL000080998,O00047174,2024-04-13,4,Changed mind,1,257.73,0.0,Completed
R0004084,SL000081007,O00047180,2024-12-12,4,Changed mind,1,6.88,0.0,Completed
R0004085,SL000081015,O00047185,2025-05-10,10,Size or fit issue,1,381.7,0.0,Completed
R0004086,SL000081024,O00047190,2023-10-29,3,Damaged item,1,79.2,0.0,Completed
R0004087,SL000081027,O00047191,2024-12-15,12,Late delivery,1,27.35,0.0,Completed
R0004088,SL000081030,O00047192,2023-02-24,8,Damaged item,3,56.52,0.0,Completed
R0004089,SL000081042,O00047198,2024-05-22,19,Not as described,2,68.6,0.0,Completed
R0004090,SL000081052,O00047206,2025-07-17,10,Damaged item,1,511.23,0.0,Completed
R0004091,SL000081076,O00047220,2023-04-28,7,Changed mind,1,73.19,12.92,Completed
R0004092,SL000081079,O00047221,2023-06-28,9,Faulty product,1,100.54,0.0,Pending
R0004093,SL000081080,O00047222,2025-02-03,1,Faulty product,4,164.93,0.0,Completed
R0004094,SL000081105,O00047234,2024-07-19,14,Damaged item,1,104.71,0.0,Completed
R0004095,SL000081124,O00047242,2024-04-30,3,Changed mind,4,100.92,0.0,Completed
R0004096,SL000081152,O00047259,2024-01-01,7,Incorrect item,2,28.32,0.0,Completed
R0004097,SL000081170,O00047267,2024-03-27,5,Damaged item,1,85.02,0.0,Completed
R0004098,SL000081174,O00047271,2026-01-14,24,Not as described,1,80.55,0.0,Completed
R0004099,SL000081199,O00047286,2026-01-02,3,Faulty product,1,131.77,0.0,Completed
R0004100,SL000081246,O00047315,2023-11-08,2,Changed mind,1,37.67,6.65,Completed
R0004101,SL000081264,O00047327,2024-07-31,11,Changed mind,1,395.06,0.0,Completed
R0004102,SL000081267,O00047329,2024-12-02,5,Changed mind,1,11.01,1.94,Completed
R0004103,SL000081315,O00047357,2023-09-23,16,Damaged item,1,126.95,0.0,Completed
R0004104,SL000081323,O00047361,2024-12-17,18,Incorrect item,1,240.19,0.0,Completed
R0004105,SL000081331,O00047368,2024-02-04,9,Incorrect item,2,81.63,0.0,Completed
R0004106,SL000081348,O00047379,2023-02-14,9,Changed mind,1,9.72,1.72,Completed
R0004107,SL000081364,O00047390,2023-09-26,18,Changed mind,4,105.44,0.0,Completed
R0004108,SL000081374,O00047396,2024-08-30,8,Size or fit issue,1,91.24,0.0,Completed
R0004109,SL000081384,O00047403,2024-04-02,10,Damaged item,1,4.29,0.0,Completed
R0004110,SL000081385,O00047403,2024-04-06,14,Changed mind,1,28.32,0.0,Completed
R0004111,SL000081401,O00047410,2024-12-09,18,Damaged item,3,106.85,0.0,Completed
R0004112,SL000081417,O00047419,2023-10-23,5,Incorrect item,1,18.44,0.0,Completed
R0004113,SL000081422,O00047420,2024-12-14,18,Damaged item,2,27.88,0.0,Completed
R0004114,SL000081437,O00047428,2025-11-23,4,Damaged item,1,61.83,0.0,Completed
R0004115,SL000081446,O00047435,2025-07-05,4,Changed mind,1,403.21,0.0,Completed
R0004116,SL000081470,O00047449,2024-02-26,4,Not as described,1,52.79,0.0,Completed
R0004117,SL000081483,O00047455,2024-05-06,22,Incorrect item,1,34.65,0.0,Completed
R0004118,SL000081488,O00047458,2025-09-25,3,Damaged item,2,64.35,0.0,Completed
R0004119,SL000081518,O00047475,2026-01-15,24,Changed mind,1,157.44,0.0,Completed
R0004120,SL000081550,O00047492,2024-03-21,22,Changed mind,3,105.0,0.0,Completed
R0004121,SL000081559,O00047497,2025-11-05,9,Faulty product,1,14.03,0.0,Completed
R0004122,SL000081565,O00047499,2024-07-14,4,Damaged item,4,58.2,0.0,Completed
R0004123,SL000081638,O00047543,2024-07-06,5,Incorrect item,1,10.22,0.0,Completed
R0004124,SL000081642,O00047545,2024-06-18,10,Damaged item,1,62.51,0.0,Completed
R0004125,SL000081675,O00047562,2024-07-22,9,Faulty product,1,18.49,0.0,Completed
R0004126,SL000081702,O00047576,2025-11-03,5,Changed mind,2,111.74,0.0,Completed
R0004127,SL000081706,O00047579,2025-01-28,11,Faulty product,4,122.26,0.0,Completed
R0004128,SL000081719,O00047585,2024-10-27,2,Faulty product,1,8.0,0.0,Completed
R0004129,SL000081721,O00047585,2024-10-29,4,Late delivery,1,219.22,0.0,Pending
R0004130,SL000081832,O00047652,2023-07-09,8,Changed mind,1,11.28,0.0,Completed
R0004131,SL000081850,O00047664,2024-07-05,17,Faulty product,1,66.99,0.0,Completed
R0004132,SL000081859,O00047671,2023-08-21,1,Changed mind,2,40.58,0.0,Completed
R0004133,SL000081881,O00047683,2024-07-26,8,Size or fit issue,1,16.92,0.0,Completed
R0004134,SL000081920,O00047705,2025-07-02,14,Changed mind,1,8.63,0.0,Completed
R0004135,SL000081952,O00047726,2023-11-06,5,Faulty product,1,148.86,0.0,Completed
R0004136,SL000081959,O00047729,2024-08-04,9,Changed mind,1,39.43,0.0,Completed
R0004137,SL000081972,O00047736,2024-11-04,1,Damaged item,1,33.95,0.0,Completed
R0004138,SL000081996,O00047749,2023-12-12,11,Size or fit issue,1,293.11,0.0,Completed
R0004139,SL000082005,O00047752,2024-12-28,1,Faulty product,1,257.72,0.0,Completed
R0004140,SL000082029,O00047767,2025-11-10,11,Damaged item,4,160.33,0.0,Completed
R0004141,SL000082038,O00047770,2025-12-26,9,Incorrect item,1,7.95,0.0,Completed
R0004142,SL000082039,O00047770,2025-12-31,14,Damaged item,1,80.0,0.0,Completed
R0004143,SL000082108,O00047810,2025-04-23,26,Size or fit issue,2,70.82,0.0,Completed
R0004144,SL000082152,O00047837,2023-07-26,20,Size or fit issue,1,60.71,0.0,Completed
R0004145,SL000082155,O00047839,2025-07-01,2,Faulty product,1,103.75,0.0,Completed
R0004146,SL000082156,O00047840,2024-12-28,14,Changed mind,1,31.73,0.0,Completed
R0004147,SL000082165,O00047842,2025-04-21,5,Changed mind,1,34.3,0.0,Completed
R0004148,SL000082192,O00047857,2023-11-02,14,Changed mind,1,12.75,2.25,Completed
R0004149,SL000082216,O00047869,2024-12-14,8,Changed mind,2,112.9,0.0,Completed
R0004150,SL000082253,O00047893,2024-01-13,25,Incorrect item,1,36.11,0.0,Completed
R0004151,SL000082266,O00047900,2024-12-03,28,Size or fit issue,1,146.79,0.0,Completed
R0004152,SL000082304,O00047924,2023-11-24,44,Damaged item,1,50.63,0.0,Completed
R0004153,SL000082319,O00047932,2023-10-22,13,Changed mind,1,61.48,10.85,Completed
R0004154,SL000082335,O00047940,2025-12-29,12,Incorrect item,1,284.6,0.0,Completed
R0004155,SL000082349,O00047948,2026-01-03,14,Faulty product,1,343.25,0.0,Completed
R0004156,SL000082394,O00047973,2025-12-17,8,Not as described,2,47.82,0.0,Completed
R0004157,SL000082395,O00047974,2025-12-27,13,Changed mind,1,147.9,0.0,Completed
R0004158,SL000082477,O00048021,2023-08-23,43,Incorrect item,1,15.0,0.0,Completed
R0004159,SL000082482,O00048022,2024-07-11,9,Size or fit issue,1,275.89,0.0,Completed
R0004160,SL000082511,O00048033,2024-12-26,9,Not as described,1,130.71,0.0,Pending
R0004161,SL000082520,O00048038,2024-11-16,7,Changed mind,1,11.88,0.0,Completed
R0004162,SL000082524,O00048041,2026-01-14,14,Changed mind,1,31.19,0.0,Completed
R0004163,SL000082548,O00048056,2025-03-04,9,Incorrect item,1,565.93,0.0,Completed
R0004164,SL000082564,O00048063,2024-09-14,10,Incorrect item,2,69.3,0.0,Completed
R0004165,SL000082588,O00048078,2024-05-20,3,Late delivery,2,200.03,0.0,Completed
R0004166,SL000082626,O00048097,2024-03-22,9,Faulty product,1,21.87,0.0,Completed
R0004167,SL000082649,O00048110,2023-06-01,7,Damaged item,2,92.86,0.0,Completed
R0004168,SL000082653,O00048112,2024-08-07,2,Faulty product,1,20.32,0.0,Completed
R0004169,SL000082659,O00048116,2023-08-27,8,Late delivery,1,58.14,0.0,Completed
R0004170,SL000082690,O00048134,2025-09-26,5,Damaged item,1,98.48,0.0,Completed
R0004171,SL000082692,O00048135,2023-11-25,2,Not as described,2,52.5,0.0,Completed
R0004172,SL000082698,O00048141,2026-01-04,8,Damaged item,1,64.94,0.0,Completed
R0004173,SL000082716,O00048153,2024-08-02,8,Incorrect item,1,9.19,0.0,Completed
R0004174,SL000082727,O00048156,2024-03-09,4,Size or fit issue,3,35.28,0.0,Completed
R0004175,SL000082743,O00048164,2024-02-07,10,Changed mind,1,18.48,0.0,Completed
R0004176,SL000082745,O00048165,2025-04-20,12,Size or fit issue,2,61.72,0.0,Completed
R0004177,SL000082780,O00048185,2025-03-28,8,Incorrect item,1,178.49,0.0,Completed
R0004178,SL000082787,O00048189,2024-10-19,4,Damaged item,1,7.03,0.0,Completed
R0004179,SL000082808,O00048204,2024-09-13,2,Damaged item,1,14.55,0.0,Completed
R0004180,SL000082814,O00048206,2023-09-27,14,Size or fit issue,1,66.03,0.0,Completed
R0004181,SL000082847,O00048222,2023-07-14,8,Damaged item,1,47.22,0.0,Completed
R0004182,SL000082882,O00048246,2024-02-27,3,Changed mind,1,90.43,15.96,Completed
R0004183,SL000082885,O00048247,2024-08-24,9,Damaged item,1,4.17,0.0,Completed
R0004184,SL000082920,O00048265,2025-10-14,20,Changed mind,1,18.6,0.0,Completed
R0004185,SL000082941,O00048277,2025-07-31,4,Damaged item,1,7.92,0.0,Completed
R0004186,SL000082948,O00048283,2024-12-30,9,Size or fit issue,1,79.2,0.0,Completed
R0004187,SL000082971,O00048296,2023-06-01,8,Late delivery,1,10.87,0.0,Pending
R0004188,SL000082981,O00048304,2023-08-01,5,Size or fit issue,1,12.67,0.0,Completed
R0004189,SL000082998,O00048314,2025-01-15,19,Size or fit issue,1,332.98,0.0,Completed
R0004190,SL000083066,O00048358,2023-07-30,9,Late delivery,1,18.07,0.0,Completed
R0004191,SL000083083,O00048366,2023-10-20,2,Changed mind,1,28.75,0.0,Completed
R0004192,SL000083112,O00048382,2024-07-17,5,Faulty product,1,18.6,0.0,Completed
R0004193,SL000083187,O00048427,2024-05-06,3,Size or fit issue,1,18.07,0.0,Completed
R0004194,SL000083244,O00048464,2025-11-30,20,Faulty product,1,27.89,0.0,Pending
R0004195,SL000083254,O00048468,2023-09-03,9,Late delivery,1,11.76,0.0,Completed
R0004196,SL000083256,O00048469,2025-08-11,17,Changed mind,1,8.0,0.0,Completed
R0004197,SL000083361,O00048528,2024-01-05,9,Faulty product,1,188.22,0.0,Completed
R0004198,SL000083372,O00048535,2024-05-16,9,Incorrect item,1,176.71,0.0,Completed
R0004199,SL000083450,O00048583,2023-10-12,2,Damaged item,1,43.32,0.0,Completed
R0004200,SL000083474,O00048592,2025-01-07,16,Faulty product,2,53.08,0.0,Completed
R0004201,SL000083483,O00048597,2024-03-27,15,Incorrect item,1,287.51,0.0,Completed
R0004202,SL000083504,O00048610,2023-10-01,13,Not as described,1,106.39,0.0,Completed
R0004203,SL000083508,O00048612,2023-08-08,27,Changed mind,1,333.08,0.0,Completed
R0004204,SL000083512,O00048613,2023-06-11,2,Faulty product,1,27.34,0.0,Completed
R0004205,SL000083540,O00048631,2023-10-06,22,Faulty product,1,19.77,0.0,Completed
R0004206,SL000083549,O00048633,2024-12-12,4,Faulty product,1,40.64,0.0,Completed
R0004207,SL000083550,O00048633,2024-12-15,7,Incorrect item,4,140.0,0.0,Completed
R0004208,SL000083578,O00048650,2025-12-28,7,Changed mind,1,119.59,0.0,Completed
R0004209,SL000083604,O00048663,2023-03-10,12,Faulty product,2,70.11,0.0,Completed
R0004210,SL000083613,O00048668,2025-02-05,7,Changed mind,1,96.78,0.0,Completed
R0004211,SL000083621,O00048674,2024-10-23,21,Damaged item,1,11.64,0.0,Completed
R0004212,SL000083631,O00048680,2024-12-03,28,Faulty product,1,25.83,0.0,Completed
R0004213,SL000083676,O00048704,2025-11-10,3,Incorrect item,1,30.86,0.0,Completed
R0004214,SL000083744,O00048742,2025-07-12,11,Late delivery,1,30.88,0.0,Completed
R0004215,SL000083758,O00048750,2025-10-10,19,Damaged item,1,6.89,0.0,Completed
R0004216,SL000083766,O00048754,2024-08-29,10,Damaged item,1,28.61,0.0,Completed
R0004217,SL000083792,O00048773,2024-01-31,24,Not as described,3,58.77,0.0,Completed
R0004218,SL000083794,O00048774,2025-01-09,5,Faulty product,1,121.33,0.0,Completed
R0004219,SL000083799,O00048778,2023-07-15,17,Incorrect item,1,128.22,0.0,Pending
R0004220,SL000083804,O00048781,2023-12-18,5,Faulty product,1,22.75,0.0,Completed
R0004221,SL000083829,O00048792,2025-09-20,16,Faulty product,1,41.1,0.0,Completed
